 Rows = pwaves. Columns = jp
 pwaves found in pwaves-check.dat
 col_1 to col_<nPlank>
 is backscattering bphy_mgC*1e4 (m-2 mg C-1)
    0.2056    0.2062    0.0695    0.0631    0.0835    0.0287    0.0099    0.0034    0.0012    0.1990    0.0685    0.0236    0.0081    0.0633    1.2504    0.4305    0.1482    0.0510    0.0176    0.0061    0.0021    0.0007    0.0002    0.7270    0.2503    0.0862    0.0297    0.0102    0.0035    0.0012    0.0004    0.2104    0.0724    0.0249    0.0086    0.0030    0.0010    0.0004    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.4609    0.4184    0.3798
    0.1909    0.1894    0.0665    0.0610    0.0819    0.0281    0.0097    0.0033    0.0011    0.1833    0.0630    0.0216    0.0074    0.0606    1.2073    0.4149    0.1426    0.0490    0.0168    0.0058    0.0020    0.0007    0.0002    0.7219    0.2481    0.0853    0.0293    0.0101    0.0035    0.0012    0.0004    0.1990    0.0684    0.0235    0.0081    0.0028    0.0010    0.0003    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.4174    0.3823    0.3502
    0.1978    0.1788    0.0634    0.0593    0.0830    0.0283    0.0097    0.0033    0.0011    0.1743    0.0595    0.0203    0.0069    0.0564    1.2598    0.4298    0.1466    0.0500    0.0171    0.0058    0.0020    0.0007    0.0002    0.7095    0.2421    0.0826    0.0282    0.0096    0.0033    0.0011    0.0004    0.1948    0.0665    0.0227    0.0077    0.0026    0.0009    0.0003    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.3609    0.3376    0.3158
    0.1977    0.1626    0.0632    0.0600    0.0882    0.0299    0.0102    0.0035    0.0012    0.1593    0.0541    0.0184    0.0062    0.0526    1.3649    0.4634    0.1573    0.0534    0.0181    0.0062    0.0021    0.0007    0.0002    0.7328    0.2488    0.0845    0.0287    0.0097    0.0033    0.0011    0.0004    0.1918    0.0651    0.0221    0.0075    0.0025    0.0009    0.0003    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.3363    0.3197    0.3039
    0.1929    0.1513    0.0619    0.0598    0.0976    0.0334    0.0115    0.0039    0.0013    0.1490    0.0511    0.0175    0.0060    0.0522    1.3232    0.4534    0.1553    0.0532    0.0182    0.0062    0.0021    0.0007    0.0003    0.7714    0.2643    0.0906    0.0310    0.0106    0.0036    0.0012    0.0004    0.1936    0.0663    0.0227    0.0078    0.0027    0.0009    0.0003    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2947    0.2845    0.2747
    0.1694    0.1392    0.0582    0.0569    0.1027    0.0355    0.0123    0.0042    0.0015    0.1377    0.0476    0.0164    0.0057    0.0498    1.2801    0.4424    0.1529    0.0528    0.0183    0.0063    0.0022    0.0008    0.0003    0.7985    0.2759    0.0953    0.0329    0.0114    0.0039    0.0014    0.0005    0.1885    0.0651    0.0225    0.0078    0.0027    0.0009    0.0003    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2573    0.2515    0.2458
    0.1453    0.1279    0.0534    0.0526    0.1048    0.0367    0.0128    0.0045    0.0016    0.1269    0.0444    0.0155    0.0054    0.0458    1.1794    0.4125    0.1443    0.0505    0.0177    0.0062    0.0022    0.0008    0.0003    0.8220    0.2875    0.1006    0.0352    0.0123    0.0043    0.0015    0.0005    0.1787    0.0625    0.0219    0.0076    0.0027    0.0009    0.0003    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2324    0.2289    0.2254
    0.1271    0.1213    0.0488    0.0485    0.1023    0.0365    0.0130    0.0046    0.0017    0.1207    0.0430    0.0153    0.0055    0.0468    1.0407    0.3710    0.1323    0.0472    0.0168    0.0060    0.0021    0.0008    0.0003    0.8212    0.2927    0.1044    0.0372    0.0133    0.0047    0.0017    0.0006    0.1728    0.0616    0.0220    0.0078    0.0028    0.0010    0.0004    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2164    0.2152    0.2140
    0.1136    0.1083    0.0446    0.0446    0.0989    0.0356    0.0128    0.0046    0.0017    0.1080    0.0389    0.0140    0.0050    0.0474    0.9647    0.3471    0.1249    0.0449    0.0162    0.0058    0.0021    0.0008    0.0003    0.8031    0.2889    0.1039    0.0374    0.0135    0.0048    0.0017    0.0006    0.1648    0.0593    0.0213    0.0077    0.0028    0.0010    0.0004    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.2037    0.2040    0.2043
    0.1013    0.0975    0.0403    0.0407    0.0953    0.0347    0.0126    0.0046    0.0017    0.0975    0.0355    0.0129    0.0047    0.0475    0.8763    0.3189    0.1161    0.0422    0.0154    0.0056    0.0020    0.0007    0.0003    0.7786    0.2833    0.1031    0.0375    0.0137    0.0050    0.0018    0.0007    0.1562    0.0568    0.0207    0.0075    0.0027    0.0010    0.0004    0.0001    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.0000    0.1894    0.1912    0.1930
